Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
-2.798341,-0.7019048,-8.459929
-0.34166385,-1.754762,-2.8447665
0.7112106,-0.3509524,1.366591
-3.5001975,-0.7019048,-0.03729749
-1.745424,-1.05285605,-7.0564115
0.7112635,-1.754762,-0.03743779
-0.6925277,-1.05285605,2.7701085
0.009395098,-1.403805,4.1738445
-1.394398,-0.3509524,-4.2490775
-0.69247365,-0.7019048,-2.8453415
0.009448285,-0.3509524,-9.8644585
0.71137045,-1.05285605,4.173557
0.009483383,-0.7019048,2.769683
0.3604537,-0.3509524,-4.249434
1.06237575,-2.4566645,-1.4418815
-1.04332025,-1.754762,4.173281
-0.69234945,-1.403805,9.7884435
-1.394237,-0.3509524,-1.4421
1.0624459,-1.403805,-1.442169
-1.3942025,-1.05285605,2.7691885
-1.7451365,0,2.7691195
-1.7451135,1.754762,9.788087
-0.69224365,-2.1057075,-1.4424565
0.7115832,-3.8604695,-0.038714405
-1.7450675,-1.403805,9.78788
-1.394099,-2.4566645,-1.4426635
0.009731795,-1.403805,-0.03892497
-0.3412027,-1.05285605,-5.6542395
-1.3940415,-0.7019048,6.979971
-1.7449755,-2.1057075,5.576097
-0.3411498,-1.403805,4.1722115
-1.0430362,-1.05285605,-7.0583205
-0.34111415,-1.754762,-5.6545845
-0.69204815,-0.7019048,1.364383
-0.3410785,-1.754762,-1.4433075
-1.744872,-1.403805,2.76805
-3.850568,0.3509524,4.171786
-0.691978,-0.3509524,4.171717
2.466612,-1.403805,-1.4435835
-1.393846,-1.403805,-5.6550905
1.0628369,-2.1057075,2.7676935
-0.6919067,-2.1057075,4.1714295
-1.3937885,-2.4566645,9.7866035
-0.69187105,0,-0.040131435
-0.6918538,-3.158567,9.786454
0.36102065,-1.403805,4.1711535
-1.04277055,-1.403805,6.9786945
-1.393708,-2.8076215,-4.2518375
-1.393685,-0.3509524,-1.4442965
0.010139228,-0.7019048,6.9784875
2.817776,-1.403805,2.766992
-0.6917296,0,1.3631065
-1.393616,-0.7019048,-5.6560105
-2.4464525,-1.403805,2.7667735
-1.04262795,-1.403805,6.978131
-2.0954725,-1.05285605,-0.040982435
-1.0425923,-1.403805,-2.848665
0.010281253,-0.3509524,8.381729
-1.0425578,-1.403805,5.5740385
0.71222145,1.403805,2.766348
-0.34061735,-1.403805,1.362474
-1.393455,-1.403805,-5.656643
0.36132195,0.7019048,-4.252907
-0.69151685,-2.8076215,4.169877
-1.04245085,-1.754762,-0.04162287
-2.4462455,-0.7019048,4.1697275
-1.393363,-1.05285605,1.3620485
-1.744297,-1.05285605,1.3619795
-0.3404759,-2.8076215,4.1695205
-2.4461765,-1.754762,2.7656465
-0.69139265,-2.4566645,-8.464897
-2.4461305,-1.05285605,-1.4459295
-1.3932595,0,6.9768545
-0.34038735,-0.7019048,-1.4460675
-2.0951275,-0.3509524,-5.657563
-1.0422565,-1.403805,4.169026
-0.34033445,-0.7019048,-1.446286
-0.69126845,-1.05285605,2.7650715
-1.04220245,-1.754762,6.976429
0.010671138,-1.754762,-7.0617245
-2.7969265,1.403805,5.5724745
-0.3402459,-1.403805,-2.8504475
-1.0421323,0.3509524,-1.4467115
-1.744021,-1.754762,4.168451
0.010759975,-0.7019048,5.5721985
-1.0420794,0,5.5721295
0.71269985,-2.4566645,-2.8507925
-1.04204375,0,4.168175
-0.3401217,0,1.3604845
0.36180035,-3.158567,1.3604155
0.010866362,-3.509524,-5.6587015
-0.3400688,-1.754762,-7.0625755
-1.74386,-3.509524,9.78305
-0.34003315,-1.754762,1.360128
-0.69096715,-1.754762,1.360059
-1.0419023,-1.754762,-7.062863
-1.743791,-0.3509524,-7.062932
-1.743768,-1.403805,-12.67829
-1.04184825,-0.7019048,6.9750145
-1.392788,-0.7019048,6.9749455
-1.0418126,-0.7019048,-7.0632195
0.011061022,-4.2114265,-1.448057
0.3620315,-1.754762,6.974727
-1.7436645,-1.754762,4.1670365
-2.0945985,0,-0.044456815
-0.3398204,-1.403805,-4.2559545
-1.0417068,-0.7019048,8.378256
0.011167409,-0.7019048,-1.4484825
-1.392627,-2.8076215,4.16668
-1.392604,-0.7019048,2.762806
-1.0416355,-0.7019048,-4.256311
-3.1473315,0.7019048,-7.06399
0.011256246,-1.05285605,-9.8716805
-2.0944375,-0.3509524,2.7625185
-2.4453715,-0.3509524,6.973876
0.011309434,-2.1057075,-1.449046
0.36227875,-0.7019048,5.5699215
0.011344532,-3.8604695,8.377474
-0.69054165,0,-4.2568745
0.01138017,-1.754762,-7.064565
-0.33955475,-1.403805,1.358219
-0.33953635,-1.754762,-1.4494715
-2.4452335,0.7019048,-0.04573343
-2.4452105,-0.7019048,-2.853426
0.011469008,-2.1057075,4.165553
-1.3923165,-2.1057075,4.1654725
-1.392305,-1.403805,-0.04601863
-1.743239,-0.3509524,-0.04608878
-1.04131695,-2.1057075,5.5690705
-2.796064,0.3509524,-0.046229195
-2.0941385,-0.7019048,-4.2577255
0.7134968,-0.3509524,-0.04636961
-0.339342,0.3509524,6.9725995
0.3625812,-1.754762,-2.8541275
-0.6902576,-1.754762,-5.661818
-0.69024035,-1.05285605,-0.046654695
-1.04117435,0.7019048,5.568507
-1.3921095,-1.05285605,-1.4505985
-1.04113985,-1.754762,2.7607475
0.362687,-0.3509524,8.37591
-1.0411042,-0.3509524,2.7606095
-0.69013455,-0.3509524,-0.047080195
-1.7429745,-0.7019048,-0.04715046
-1.0410513,0,-1.451024
-0.33912925,-1.403805,-1.4511045
-2.4448195,-0.7019048,-11.2778315
-1.04099725,-2.4566645,-1.4512425
-1.7428825,-1.05285605,9.7791515
-1.0409616,-0.3509524,1.3562295
-1.391891,-2.1057075,-1.4514495
-1.0409271,-1.05285605,12.58652
1.4157535,-1.05285605,-4.2592205
0.362917,-1.403805,-2.855473
-0.6899218,0,-4.2593585
-1.742756,-1.403805,-1.451806
0.36297105,-0.7019048,-0.048071725
-0.3389165,-0.3509524,-1.4519555
2.117771,-2.1057075,-1.4520245
-1.742687,0,6.9707595
-0.33886245,-1.05285605,1.3554475
0.01210674,-1.403805,-2.856048
-2.0935865,-0.7019048,11.1819675
1.0649989,-0.3509524,-7.0676125
-3.497357,-0.7019048,-2.856255
0.01217804,-3.509524,6.970334
-1.0406603,-0.7019048,-1.452588
-1.04064305,-0.3509524,-5.6640835
0.3631838,-1.403805,-5.6641525
-1.7425145,-1.403805,-0.04899736
-1.391546,-1.403805,1.354746
-1.04057175,-2.1057075,5.566092
0.01230201,0.3509524,-1.4530135
0.3632712,-2.1057075,5.565954
0.3632896,-1.754762,4.16208
-2.4443135,-0.3509524,-7.0684635
-0.33857955,-0.3509524,-2.857106
0.01239079,-0.7019048,5.5656665
0.71431215,-1.403805,-2.8572555
0.36337815,-2.4566645,-0.049703575
-2.4442215,-0.7019048,2.757838
-1.04039465,-0.7019048,-5.665084
-0.3384726,-1.754762,-4.261348
-0.6894066,-0.7019048,-0.049988775
0.01251476,-2.1057075,-0.050058925
-1.0403245,-1.754762,-1.4539335
-2.444118,-3.158567,-1.4540025
-1.3912355,0.3509524,11.1801965
-1.04027045,-0.7019048,5.564896
-1.0402532,-1.403805,2.7572055
0.36357365,-0.7019048,-1.45429
-0.68926515,-2.8076215,-5.6657855
-2.79496,-1.05285605,-1.454428
-2.4439915,-0.3509524,-1.4545085
-2.093023,-1.754762,5.5644705
-1.04014625,-1.754762,4.160585
-0.3382242,-0.7019048,-5.666142
-0.33820695,-1.754762,6.9680685
-1.3910515,-0.7019048,-2.85867
-1.3910285,-1.403805,-4.262544
-1.3910055,-0.3509524,1.3526185
-1.7419395,-4.5623835,12.582955
0.012833885,0,4.1600905
0.01285148,-1.754762,-4.2628315
-1.03998755,-0.3509524,-1.455279
0.01288713,-0.7019048,-1.4553595
-1.0399519,-2.4566645,1.352193
-2.7946955,-1.403805,-0.05169089
0.01294026,-0.7019048,-1.4555665
0.36390945,-1.403805,-2.859452
-0.33797695,-2.1057075,8.3709535
-0.68891095,0.3509524,1.3518365
-1.741744,-0.3509524,-7.0710855
0.36398075,-2.1057075,9.77454
-0.33790565,-0.7019048,5.5630445
0.3640164,-1.05285605,-0.052256805
-2.7945345,1.754762,-7.071373
-1.0397564,-2.8076215,-2.8600155
0.3640693,-0.7019048,8.3703785
-2.0925745,-1.403805,5.562688
-1.3906605,-0.7019048,9.7740455
-0.68873385,-1.403805,-1.4564865
-0.6887166,-1.05285605,-5.667982
0.36415785,-1.403805,-4.264246
-2.092494,-0.7019048,-1.456705
-1.03961495,-0.3509524,2.7546525
-0.6886453,-0.7019048,-0.053037655
-0.33767565,-1.05285605,-4.2645335
0.01329446,-1.05285605,11.177287
0.3642648,-0.7019048,6.9657915
0.71523445,-1.05285605,2.754296
2.119059,-3.8604695,1.3504105
-0.68853835,-1.05285605,-1.4572685
-1.3904305,-1.754762,1.3502725
-0.33755145,-0.7019048,4.157825
-1.03943785,-1.754762,1.3501345
-1.7413185,0,6.965297
-1.741307,0,-2.86143
-2.092241,-0.7019048,-5.6691205
-0.3374629,0.3509524,-9.880616
-1.0393493,-2.8076215,-1.457832
0.013524805,0,2.753514
-2.092172,-1.05285605,-4.2655915
-1.0392964,0,2.753376
-1.039278,-1.403805,4.157112
-0.68830835,-1.403805,-1.4581885
0.0136137,-1.754762,-5.669684
-1.0392251,-0.7019048,-2.862143
-2.443014,-2.4566645,-2.862212
-0.3372858,-0.7019048,-1.458476
-1.741077,1.754762,2.7528815
-1.3901085,-1.403805,-4.2662355
-1.3900855,-0.3509524,-4.2663045
-0.3372145,-1.403805,9.771711
-0.3371961,-2.4566645,6.9640205
-0.33717885,-2.4566645,-1.4589015
-0.3371616,-1.403805,2.752456
-0.3371432,0,4.156192
-1.0390296,-2.1057075,-7.0743515
-2.091873,-0.3509524,-7.0744205
-0.3370903,-2.4566645,-1.459258
-1.7408815,-2.8076215,-7.0745585
0.013897175,-0.7019048,5.5596405
-1.38989,-0.7019048,5.5595715
-1.0389238,-0.7019048,1.348076
-1.7408125,-0.7019048,2.751812
-0.68793575,-1.05285605,1.347938
-0.3369661,-1.403805,4.155479
0.71590835,-0.7019048,-0.056016385
1.066878,-0.7019048,1.3477195
-1.03881685,-1.754762,-4.267581
1.06691365,-2.1057075,-0.05622695
0.01407485,-1.754762,6.962744
-0.68781155,-1.403805,4.1550535
-0.3368419,-0.7019048,-1.460247
-0.33682465,-1.05285605,-9.883169
-0.33680625,-3.158567,-0.0565823
-1.3896485,-1.403805,1.347156
-1.3896255,-1.05285605,-1.4605345
-1.03865815,-1.754762,-0.056792865
-0.6876885,0.7019048,1.3469375
-0.6876701,-1.05285605,1.3468685
6.6823395,11.9324,25.211565
8.0861675,26.67241,33.63428
3.874764,21.057075,33.63428
-0.33664755,-2.8076215,-0.057218365
-2.442347,0,1.346512
-0.3366119,-1.403805,4.1540645
-1.389453,-1.05285605,-1.4612475
-0.68752865,-0.3509524,-9.884158
0.0143934,-1.754762,-2.8651905
-0.3365406,-1.754762,-5.672881
-0.33652335,-1.754762,2.749903
-1.03840975,-1.403805,2.749834
-1.740295,-1.05285605,1.3459485
-0.33647045,-1.05285605,6.961111
-1.03835685,-0.3509524,-8.4808475
-1.03833845,-2.1057075,-1.46188
1.418341,-2.1057075,12.57617
-1.3892575,-2.1057075,-1.462018
0.014571075,-1.05285605,-1.4620985
-0.3363635,-1.403805,-2.8659725
1.06746335,-0.3509524,11.172043
-0.33632785,-0.3509524,-1.4623055
-1.7401225,-1.403805,2.749052
-1.038197,-0.7019048,1.3451665
-0.68722735,-2.4566645,-1.462524
0.7165995,-2.1057075,1.3450285
0.36566435,-2.8076215,1.3449595
-1.7400305,-2.1057075,-1.462731
-0.68715605,-1.05285605,-4.2704215
-0.3361864,-0.3509524,4.1523625
-2.09093,-2.1057075,13.97894
-0.68710315,-1.403805,-0.05920568
0.0148189,-1.403805,-5.674514
0.3657897,-1.403805,-5.674583
0.01485455,-0.3509524,-2.8670305
0.014872145,-1.403805,-9.8861475
0.716795,-1.05285605,-0.059560915
-0.6869962,-1.05285605,-4.271054
-0.33602655,-2.1057075,4.15173
0.3658955,-1.754762,4.1516495
-1.3888435,-1.403805,-7.0788825
0.36593115,-0.7019048,-7.078963
2.1207035,-3.158567,2.747626
-1.0378428,-1.754762,-1.4638695
-1.3887745,-1.754762,1.343683
-1.388763,-1.403805,-0.060197095
1.4188815,-0.7019048,-2.8678815
-0.3358667,-1.403805,-2.867962
-2.090608,-1.05285605,5.554822
0.015120545,-1.403805,-7.0795265
-1.388671,-0.3509524,-14.098655
0.36610825,-0.7019048,-0.060622595
-0.68673055,-0.3509524,8.362156
-0.6867133,-0.3509524,-1.464571
-0.6866949,-2.1057075,2.746775
-0.68667765,-0.7019048,-1.4647205
-0.68665925,-2.8076215,-4.2723995
0.36621405,-1.403805,8.3617995
-1.037576,-1.754762,-0.06111836
-0.68660635,-2.1057075,1.3426135
-1.0375415,-0.7019048,6.957776
-1.0375231,-2.1057075,-1.465146
11.596715,8.7737985,26.611
25.98586,39.306655,53.283295
37.56728,71.594285,92.589835
39.322065,91.598535,110.8393
33.004885,98.61756,124.87735
22.476405,70.19048,88.37819
-1.388349,35.09524,42.052395
-3.1430995,-0.3509524,1.341912
-3.4940335,0.3509524,-2.8695835
-0.6863936,0.7019048,-7.081079
-0.68637635,0,-1.465928
-0.33540555,-0.7019048,6.956856
-1.7392025,-2.4566645,-2.869871
-1.0372747,-1.403805,-4.273745
0.366551,-1.403805,-2.870009
0.01561677,-3.158567,-8.485321
-1.739122,-1.754762,-7.081585
-1.03720455,-4.2114265,4.1488205
1.06852595,-1.403805,-7.081723
-0.3352641,-1.05285605,1.341061
-1.0371505,-0.3509524,4.148602
-0.68618085,0,-0.062890625
-3.1428235,1.403805,-1.466779
0.36671085,0,-12.697265
0.01577639,-0.7019048,-5.6783435
-1.03706195,-1.403805,2.7444405
-0.6860923,-2.1057075,2.7443715
-1.387981,-1.05285605,6.955729
1.770609,-2.1057075,2.744222
-0.335087,-2.1057075,-2.8710785
-2.089826,2.1057075,5.5517055
-2.0898145,-0.3509524,13.974455
0.01591784,-1.403805,-5.678907
-0.3350157,-2.1057075,-8.4865975
-1.3878545,-1.754762,4.147613
-1.387843,0,4.147544
-1.738777,-0.3509524,-1.467768
-0.33494555,0,6.955016
0.3669765,-2.4566645,-5.6793325
-0.6858623,-0.7019048,1.3396465
-0.33489265,-2.1057075,-1.4680555
0.01607746,-2.4566645,-4.2757345
-0.334857,-2.1057075,-8.48723
-1.7386505,0,-2.8720675
-1.387682,-1.05285605,-0.06452259
-1.03670775,-1.05285605,4.146831
-0.3347857,-2.1057075,-2.872286
-0.68572085,-1.403805,-5.6799765
-0.68570245,-1.403805,1.3390025
-1.738547,2.1057075,-4.276298
0.36718925,-3.158567,2.7426695
-1.0366008,-1.403805,-1.468826
-1.7384895,0,5.5501415
-2.4403805,-0.7019048,-0.065163025
