#,Tool Wear in
Expt_1,113.151
Expt_2,145.741
Expt_3,164.698
Expt_4,173.788
Expt_5,188.881
Expt_6,201.984
Expt_7,229.285
Expt_8,252.865
Expt_9,262.116
Expt_10,287.711
Expt_11,295.626
Expt_12,320.615
