Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
-3.2226528,-4.3945344,36.328128
-3.2226528,-3.5156256,44.531232
-2.9296896,-3.8085984,38.671872
-2.9296896,-3.8085984,41.015616
2.0507808,-5.5664064,42.187488
-3.2226528,-3.8085984,33.984384
-2.6367168,-4.6874976,44.531232
-2.6367168,-6.4453152,45.703104
-3.2226528,-4.3945344,57.42192
-4.1015616,-4.1015616,38.671872
-4.6874976,-4.1015616,43.35936
-2.3437536,-4.9804704,33.984384
-2.9296896,-3.5156256,36.328128
-6.7382784,-1.757808,36.328128
-8.2031232,-1.4648448,37.5
0.58593792,-6.4453152,52.734336
-2.9296896,-4.3945344,39.843744
-3.2226528,-4.6874976,39.843744
-4.9804704,-2.0507808,41.015616
-3.5156256,-3.5156256,37.5
-2.3437536,-6.7382784,42.187488
-5.8593792,-3.5156256,43.35936
-4.1015616,-4.3945344,38.671872
-3.5156256,-4.6874976,42.187488
-3.5156256,-4.9804704,43.35936
-3.5156256,-3.8085984,41.015616
-2.6367168,-3.2226528,42.187488
-2.6367168,-6.7382784,50.390592
-3.5156256,-3.8085984,43.35936
-3.2226528,-3.5156256,42.187488
-0.29296896,-4.6874976,37.5
-3.2226528,-3.8085984,36.328128
-0.58593792,-5.5664064,42.187488
-2.6367168,-4.9804704,44.531232
-4.1015616,-4.1015616,28.125024
-2.9296896,-4.1015616,41.015616
-3.2226528,-2.6367168,38.671872
-4.6874976,-4.3945344,42.187488
-3.8085984,-4.3945344,37.5
-3.5156256,-1.757808,17.57808
-2.0507808,-4.1015616,46.874976
-2.9296896,-3.5156256,41.015616
-3.8085984,-7.6171872,57.42192
0.87890592,-4.6874976,37.5
-1.4648448,-2.9296896,41.015616
-4.6874976,-2.9296896,24.609408
-2.6367168,-5.8593792,36.328128
1.171872,-3.2226528,36.328128
-3.5156256,-4.3945344,39.843744
-3.5156256,-5.2734336,45.703104
-4.6874976,-4.1015616,37.5
-3.8085984,-7.0312512,58.593792
-0.29296896,-6.7382784,44.531232
-2.6367168,-3.5156256,42.187488
-4.9804704,-2.6367168,43.35936
-2.6367168,-4.6874976,41.015616
-3.5156256,-3.8085984,41.015616
-2.6367168,-4.6874976,37.5
-3.2226528,-3.5156256,39.843744
-3.2226528,-3.2226528,42.187488
-2.3437536,-4.3945344,42.187488
-6.4453152,-1.4648448,50.390592
-4.3945344,-3.5156256,39.843744
-3.2226528,-4.9804704,36.328128
-3.5156256,-3.2226528,44.531232
-3.5156256,-3.8085984,32.812512
-3.5156256,-4.1015616,41.015616
-3.8085984,-2.3437536,43.35936
-3.2226528,-3.8085984,39.843744
-3.2226528,-3.8085984,36.328128
-2.6367168,-5.5664064,50.390592
-1.757808,-5.8593792,36.328128
-2.6367168,-4.1015616,37.5
-3.2226528,-4.1015616,39.843744
-2.9296896,-5.8593792,37.5
-6.1523424,-1.4648448,44.531232
-4.3945344,-3.8085984,33.984384
-0.87890592,-4.3945344,37.5
-2.6367168,-5.8593792,51.562464
-4.9804704,2.3437536,30.468768
2.6367168,-5.2734336,41.015616
-2.3437536,-4.1015616,41.015616
-3.2226528,-3.8085984,42.187488
-2.9296896,-2.6367168,39.843744
-4.1015616,-4.3945344,37.5
-2.6367168,-3.8085984,36.328128
-3.2226528,-3.8085984,46.874976
-3.5156256,-4.3945344,35.156256
-5.5664064,-2.6367168,41.015616
-4.3945344,-4.1015616,39.843744
-2.9296896,-2.6367168,33.984384
-3.5156256,-3.2226528,38.671872
-3.2226528,-4.9804704,50.390592
