Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
79.522754,70.584153,77.673343
75.515781,73.974622,73.974622
78.90625,70.892304,85.070785
78.289746,70.892304,75.207529
78.90625,71.200556,80.139157
79.830905,70.892304,81.372064
77.981595,72.125211,77.673343
83.529626,70.584153,88.769506
79.830905,73.049967,77.673343
83.221475,70.892304,83.837878
80.447409,71.508808,81.372064
79.522754,71.200556,77.673343
77.981595,73.049967,91.23532
79.830905,71.81706,76.440436
79.830905,72.433463,82.604971
80.139157,73.049967,87.536599
79.214502,72.433463,87.536599
79.522754,73.049967,87.536599
79.214502,73.358118,69.042994
79.522754,69.967649,96.166948
75.515781,73.66637,75.207529
79.830905,72.433463,86.303692
79.830905,73.358118,81.372064
84.14613,69.967649,82.604971
80.139157,72.433463,81.372064
78.90625,71.200556,87.536599
80.755661,71.81706,75.207529
79.830905,72.433463,77.673343
80.447409,71.81706,76.440436
80.447409,72.433463,72.741715
80.139157,72.433463,83.837878
79.830905,71.508808,72.741715
78.597998,72.433463,80.139157
77.981595,73.049967,83.837878
84.762533,70.584153,85.070785
79.214502,73.049967,83.837878
79.522754,70.892304,80.139157
80.755661,72.125211,82.604971
79.830905,72.125211,80.139157
81.063812,71.508808,83.837878
78.597998,71.81706,81.372064
81.063812,71.81706,81.372064
81.680316,71.200556,85.070785
79.830905,72.433463,88.769506
79.214502,73.049967,76.440436
79.830905,72.741715,73.974622
77.365091,77.056839,73.974622
85.99544,69.659397,85.070785
79.830905,72.125211,75.207529
80.447409,72.433463,83.837878
80.755661,72.433463,85.070785
80.447409,72.433463,75.207529
76.440436,73.358118,81.372064
80.447409,71.81706,82.604971
80.139157,71.81706,81.372064
79.522754,73.66637,88.769506
81.063812,71.81706,72.741715
77.981595,73.049967,77.673343
81.063812,71.508808,70.275901
80.447409,72.741715,81.372064
79.830905,72.433463,80.139157
79.522754,72.433463,88.769506
80.447409,72.741715,80.139157
82.604971,70.892304,88.769506
81.063812,74.282874,62.878459
80.447409,72.433463,80.139157
85.379037,72.125211,81.372064
78.597998,72.433463,80.139157
81.680316,73.049967,83.837878
80.447409,72.741715,86.303692
80.447409,73.049967,81.372064
80.139157,73.049967,85.070785
81.372064,72.433463,91.23532
80.755661,73.358118,85.070785
77.981595,74.899277,72.741715
79.830905,73.358118,81.372064
80.755661,71.81706,85.070785
77.365091,73.358118,80.139157
81.063812,73.66637,85.070785
75.515781,75.207529,75.207529
80.755661,73.049967,82.604971
81.063812,72.433463,83.837878
80.447409,72.125211,82.604971
81.988568,73.049967,77.673343
81.680316,71.81706,77.673343
82.296719,71.81706,82.604971
80.447409,73.049967,86.303692
81.063812,72.125211,81.372064
82.296719,72.741715,88.769506
81.063812,72.433463,82.604971
81.063812,71.81706,80.139157
81.680316,72.433463,67.810087
80.447409,71.81706,83.837878
80.447409,71.200556,77.673343
81.063812,72.741715,77.673343
80.755661,72.433463,85.070785
81.680316,71.81706,81.372064
81.680316,71.81706,85.070785
80.755661,73.66637,85.070785
81.372064,73.66637,83.837878
81.063812,71.81706,86.303692
81.063812,72.741715,77.673343
81.988568,71.200556,91.23532
81.680316,73.358118,85.070785
81.063812,72.433463,77.673343
81.372064,73.049967,80.139157
81.680316,71.200556,83.837878
81.988568,69.967649,99.86577
81.680316,74.591025,85.070785
82.296719,72.433463,85.070785
81.680316,73.66637,83.837878
80.755661,72.433463,76.440436
81.063812,72.125211,87.536599
80.755661,72.741715,73.974622
81.063812,73.049967,81.372064
80.447409,72.741715,75.207529
82.913223,73.049967,76.440436
84.14613,69.042994,93.701134
86.611944,69.351246,85.070785
80.755661,73.974622,77.673343
81.988568,73.049967,86.303692
81.063812,73.049967,75.207529
80.755661,73.66637,76.440436
79.830905,73.66637,90.002413
81.063812,70.584153,81.372064
81.063812,73.049967,93.701134
81.680316,73.049967,77.673343
80.447409,73.049967,80.139157
80.447409,73.358118,82.604971
81.680316,74.282874,75.207529
82.604971,72.741715,82.604971
85.070785,72.125211,86.303692
78.597998,74.282874,76.440436
82.604971,72.433463,88.769506
81.063812,72.433463,106.0298
82.296719,74.591025,77.673343
85.99544,68.42649,94.934041
82.913223,74.899277,83.837878
79.830905,73.049967,76.440436
82.296719,74.282874,70.275901
80.447409,72.741715,82.604971
81.680316,73.049967,81.372064
82.296719,73.974622,81.372064
85.379037,70.892304,93.701134
81.372064,73.358118,85.070785
79.522754,73.049967,83.837878
85.99544,70.584153,93.701134
80.447409,74.282874,85.070785
81.680316,71.200556,87.536599
81.680316,72.741715,86.303692
81.063812,73.66637,80.139157
79.214502,75.823932,80.139157
82.296719,73.358118,85.070785
81.063812,73.049967,80.139157
84.14613,72.741715,81.372064
86.611944,73.049967,80.139157
82.296719,74.591025,72.741715
81.372064,73.66637,81.372064
81.372064,73.66637,82.604971
83.529626,73.049967,81.372064
81.063812,73.66637,83.837878
79.214502,75.823932,90.002413
83.529626,72.125211,80.139157
82.296719,74.899277,81.372064
80.755661,75.207529,82.604971
81.680316,73.974622,71.508808
81.680316,74.282874,83.837878
82.296719,74.282874,77.673343
82.604971,74.282874,80.139157
82.913223,73.66637,83.837878
82.913223,74.899277,76.440436
82.913223,74.591025,80.139157
81.680316,73.66637,82.604971
81.372064,75.207529,83.837878
82.604971,73.66637,81.372064
82.604971,74.899277,88.769506
81.680316,74.899277,77.673343
81.680316,73.358118,86.303692
83.837878,73.358118,81.372064
81.680316,74.591025,96.166948
82.913223,74.591025,85.070785
82.296719,74.282874,86.303692
82.296719,75.515781,81.372064
81.063812,73.66637,87.536599
81.063812,74.282874,80.139157
81.063812,74.591025,82.604971
82.296719,75.207529,85.070785
82.296719,75.207529,88.769506
81.372064,75.515781,83.837878
81.680316,73.974622,76.440436
82.913223,74.899277,82.604971
82.604971,74.591025,81.372064
82.296719,74.591025,92.468227
82.913223,74.899277,83.837878
81.680316,74.899277,75.207529
83.221475,75.207529,82.604971
81.680316,74.282874,77.673343
82.296719,74.591025,77.673343
82.604971,73.974622,77.673343
82.296719,73.358118,77.673343
87.228347,70.892304,86.303692
81.680316,74.899277,86.303692
86.303692,69.351246,96.166948
81.988568,73.358118,80.139157
82.913223,73.66637,80.139157
87.228347,70.892304,88.769506
82.296719,74.282874,80.139157
80.755661,74.591025,76.440436
81.680316,74.282874,75.207529
81.372064,74.591025,82.604971
84.14613,73.66637,76.440436
81.680316,74.591025,80.139157
82.913223,74.282874,93.701134
79.522754,79.214502,72.741715
82.913223,74.591025,81.372064
