Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
15.564,11.2915,30.5176
16.1743,12.8174,34.1797
16.1743,11.9019,30.5176
14.9536,11.9019,31.7383
15.564,11.9019,32.959
16.1743,12.8174,32.959
20.1416,9.15527,31.7383
16.1743,12.5122,29.2969
15.8691,9.76562,50.0488
15.564,12.207,29.2969
17.0898,11.2915,31.7383
13.1226,14.3433,35.4004
15.8691,11.9019,31.7383
16.7847,11.9019,36.6211
15.564,13.7329,37.8418
16.1743,11.9019,28.0762
16.1743,12.5122,32.959
15.2588,12.207,37.8418
16.1743,12.5122,26.8555
17.395,12.5122,32.959
16.4795,13.1226,32.959
12.207,14.9536,21.9727
16.1743,13.4277,32.959
16.4795,11.9019,34.1797
16.1743,12.5122,29.2969
16.1743,12.207,32.959
17.0898,12.5122,28.0762
14.9536,12.5122,29.2969
16.1743,12.8174,25.6348
17.0898,11.9019,32.959
16.4795,12.8174,31.7383
18.0054,11.9019,35.4004
14.3433,13.7329,29.2969
16.7847,11.2915,36.6211
15.564,12.5122,34.1797
15.2588,13.1226,32.959
16.1743,11.2915,31.7383
15.564,11.5967,35.4004
15.564,9.15527,48.8281
20.1416,10.6812,29.2969
17.7002,11.5967,30.5176
16.1743,13.4277,31.7383
17.7002,10.9863,29.2969
15.8691,12.8174,35.4004
16.7847,9.46045,47.6074
15.8691,9.46045,47.6074
16.4795,13.4277,31.7383
18.6157,11.9019,28.0762
15.2588,11.9019,34.1797
15.564,12.207,34.1797
16.7847,12.5122,42.7246
15.564,17.0898,20.752
17.0898,11.5967,20.752
17.395,12.5122,36.6211
14.6484,12.5122,36.6211
16.4795,11.9019,34.1797
15.2588,13.1226,25.6348
16.7847,10.376,47.6074
18.0054,11.9019,25.6348
15.8691,12.207,21.9727
17.0898,12.5122,37.8418
16.1743,13.4277,31.7383
15.564,11.2915,32.959
17.0898,11.9019,32.959
15.8691,12.207,30.5176
16.7847,12.5122,32.959
14.3433,14.0381,30.5176
18.3105,14.0381,29.2969
17.0898,12.207,35.4004
15.8691,12.207,34.1797
16.7847,12.5122,37.8418
15.2588,11.5967,34.1797
16.1743,12.207,32.959
13.1226,14.9536,28.0762
17.0898,13.7329,34.1797
16.4795,11.2915,35.4004
15.2588,13.1226,15.8691
16.4795,13.4277,36.6211
13.1226,12.8174,30.5176
18.0054,11.9019,31.7383
15.8691,12.8174,39.0625
16.7847,12.207,36.6211
16.4795,13.1226,34.1797
16.1743,14.3433,36.6211
17.7002,13.4277,35.4004
15.2588,12.207,29.2969
16.4795,12.8174,37.8418
15.8691,13.1226,30.5176
16.1743,13.7329,30.5176
16.1743,11.5967,30.5176
16.7847,10.6812,25.6348
16.1743,12.8174,37.8418
17.0898,15.2588,28.0762
17.395,13.1226,28.0762
14.9536,12.8174,30.5176
16.7847,10.9863,30.5176
14.6484,13.1226,31.7383
15.2588,12.8174,29.2969
17.0898,13.4277,34.1797
16.4795,12.5122,29.2969
16.7847,12.5122,30.5176
16.4795,11.9019,35.4004
16.1743,12.5122,32.959
15.8691,13.7329,37.8418
15.564,13.1226,32.959
15.8691,12.5122,30.5176
17.0898,11.9019,34.1797
15.564,12.5122,34.1797
16.7847,12.5122,25.6348
14.6484,12.5122,31.7383
17.0898,12.8174,34.1797
19.8364,8.23975,32.959
16.7847,11.9019,32.959
16.7847,13.4277,32.959
16.4795,11.9019,25.6348
15.8691,12.5122,32.959
16.1743,11.9019,30.5176
15.8691,11.2915,39.0625
16.1743,13.4277,35.4004
17.395,11.5967,36.6211
16.4795,12.5122,28.0762
16.4795,11.9019,32.959
12.207,14.0381,30.5176
14.9536,15.564,32.959
15.2588,15.2588,35.4004
17.395,11.9019,30.5176
15.564,13.7329,30.5176
18.6157,10.376,34.1797
16.1743,12.207,30.5176
15.8691,12.5122,31.7383
16.4795,14.3433,30.5176
16.1743,13.1226,25.6348
16.4795,12.8174,31.7383
15.564,13.7329,28.0762
16.1743,12.207,29.2969
18.6157,9.46045,52.4902
16.7847,12.8174,25.6348
18.0054,11.5967,26.8555
14.6484,13.1226,31.7383
15.564,13.1226,28.0762
13.7329,16.4795,30.5176
17.0898,12.5122,35.4004
12.207,14.3433,25.6348
16.7847,11.9019,28.0762
17.395,13.1226,30.5176
15.564,14.0381,30.5176
15.8691,16.7847,25.6348
17.7002,12.8174,18.3105
17.395,11.9019,35.4004
14.9536,13.1226,29.2969
20.752,10.376,40.2832
17.7002,12.5122,37.8418
15.2588,12.5122,28.0762
17.0898,12.5122,30.5176
16.4795,11.9019,32.959
15.2588,11.9019,29.2969
16.4795,13.1226,42.7246
17.0898,13.1226,28.0762
16.1743,12.207,21.9727
17.395,12.5122,31.7383
12.207,17.7002,20.752
14.6484,12.5122,36.6211
17.0898,12.8174,31.7383
15.8691,13.4277,31.7383
16.7847,13.7329,39.0625
15.8691,13.4277,25.6348
18.0054,12.5122,31.7383
15.2588,13.1226,36.6211
16.4795,13.1226,35.4004
18.0054,11.9019,35.4004
13.7329,18.6157,26.8555
16.7847,13.1226,35.4004
16.7847,12.8174,36.6211
17.395,13.4277,29.2969
16.4795,11.9019,34.1797
16.1743,12.5122,32.959
14.3433,13.7329,30.5176
16.1743,13.1226,39.0625
13.1226,13.7329,29.2969
16.1743,14.3433,18.3105
16.7847,11.9019,36.6211
15.2588,13.1226,32.959
18.0054,13.4277,28.0762
21.0571,11.2915,32.959
16.4795,13.1226,30.5176
16.4795,12.5122,37.8418
16.1743,14.0381,29.2969
18.3105,11.9019,29.2969
16.4795,12.5122,37.8418
16.7847,13.1226,34.1797
17.0898,12.5122,32.959
14.3433,14.3433,28.0762
17.395,13.1226,29.2969
17.395,11.9019,37.8418
17.0898,12.5122,32.959
16.7847,12.5122,34.1797
16.4795,13.1226,28.0762
16.7847,12.5122,36.6211
16.1743,13.7329,34.1797
17.0898,12.207,29.2969
15.8691,12.8174,43.9453
21.0571,9.46045,39.0625
16.4795,13.4277,30.5176
18.0054,13.1226,39.0625
17.395,13.1226,36.6211
14.9536,14.0381,30.5176
16.4795,12.207,23.1934
16.1743,12.8174,32.959
15.2588,13.1226,36.6211
16.4795,12.8174,34.1797
16.4795,12.8174,23.1934
14.6484,16.4795,28.0762
17.0898,13.7329,28.0762
16.7847,13.4277,28.0762
13.7329,13.7329,31.7383
21.3623,9.15527,39.0625
15.8691,13.4277,51.2695
17.0898,12.207,31.7383
17.395,13.7329,30.5176
17.395,10.6812,45.166
16.7847,11.9019,29.2969
15.564,13.7329,35.4004
17.7002,12.8174,29.2969
16.7847,12.5122,30.5176
17.395,13.1226,34.1797
17.0898,13.4277,29.2969
21.6675,7.32422,32.959
17.0898,13.4277,31.7383
20.1416,9.46045,40.2832
16.7847,13.1226,25.6348
17.395,12.5122,23.1934
16.7847,12.8174,41.5039
15.564,14.9536,30.5176
17.395,12.5122,32.959
15.564,16.7847,18.3105
16.7847,13.1226,28.0762
17.7002,13.4277,35.4004
14.9536,16.4795,31.7383
17.7002,12.8174,24.4141
17.7002,12.5122,35.4004
17.0898,13.1226,43.9453
16.4795,14.0381,32.959
15.8691,13.1226,32.959
16.7847,13.7329,36.6211
14.6484,18.0054,25.6348
17.395,11.9019,47.6074
16.1743,14.3433,36.6211
15.2588,13.1226,34.1797
16.1743,13.7329,31.7383
15.8691,14.0381,34.1797
16.1743,16.1743,32.959
17.395,12.207,30.5176
18.3105,12.5122,21.9727
16.4795,14.3433,37.8418
17.7002,12.5122,24.4141
15.2588,14.9536,19.5312
16.1743,13.1226,34.1797
17.395,12.5122,37.8418
18.3105,12.5122,19.5312
17.0898,13.1226,37.8418
14.9536,13.7329,25.6348
16.1743,14.3433,21.9727
18.0054,13.1226,42.7246
18.0054,13.7329,29.2969
17.395,13.1226,15.8691
18.0054,11.5967,41.5039
15.2588,15.2588,26.8555
16.7847,13.7329,19.5312
17.395,13.1226,37.8418
18.3105,13.1226,21.9727
18.0054,13.4277,23.1934
18.3105,12.5122,36.6211
17.395,12.8174,26.8555
17.0898,13.1226,20.752
16.1743,14.3433,39.0625
18.3105,12.5122,26.8555
16.4795,13.4277,24.4141
16.4795,11.9019,50.0488
18.0054,13.4277,28.0762
16.7847,12.8174,24.4141
16.7847,12.207,40.2832
16.1743,12.5122,31.7383
17.0898,13.1226,26.8555
16.7847,13.1226,37.8418
16.7847,12.8174,30.5176
16.7847,13.1226,37.8418
17.395,13.1226,35.4004
16.7847,12.207,35.4004
17.395,16.1743,18.3105
16.7847,12.5122,32.959
18.3105,13.4277,36.6211
18.3105,13.4277,37.8418
16.4795,14.0381,28.0762
16.7847,12.8174,30.5176
17.0898,13.7329,37.8418
18.0054,12.5122,20.752
18.0054,14.9536,15.8691
16.7847,14.0381,30.5176
17.7002,13.1226,34.1797
18.0054,15.564,20.752
17.395,13.7329,31.7383
18.0054,13.1226,30.5176
18.3105,12.207,32.959
17.0898,13.1226,19.5312
15.564,14.9536,21.9727
17.395,13.1226,35.4004
17.0898,13.7329,31.7383
18.0054,13.4277,23.1934
17.0898,13.7329,32.959
18.0054,13.1226,35.4004
15.8691,17.7002,30.5176
17.395,13.1226,25.6348
17.395,13.1226,29.2969
17.395,13.1226,29.2969
16.7847,13.4277,25.6348
13.1226,15.564,29.2969
18.3105,11.9019,35.4004
18.0054,13.1226,31.7383
18.3105,13.4277,29.2969
17.395,13.1226,37.8418
14.9536,13.1226,32.959
17.7002,14.0381,37.8418
17.7002,13.4277,24.4141
17.7002,14.6484,37.8418
16.1743,13.4277,28.0762
17.0898,13.4277,24.4141
16.7847,14.3433,48.8281
17.395,13.4277,29.2969
15.8691,16.4795,18.3105
16.7847,13.1226,36.6211
18.0054,13.7329,31.7383
19.2261,12.5122,36.6211
16.7847,14.0381,31.7383
13.4277,17.0898,28.0762
18.3105,14.3433,37.8418
14.9536,13.1226,30.5176
18.3105,13.1226,32.959
18.6157,14.0381,40.2832
16.7847,15.564,28.0762
21.6675,12.8174,26.8555
17.395,14.3433,48.8281
17.395,14.3433,29.2969
18.3105,14.3433,29.2969
21.9727,12.8174,32.959
