#,Tool Wear in
Expt_1,107.49
Expt_2,138.45
Expt_3,156.46
Expt_4,165.1
Expt_5,179.44
Expt_6,191.88
Expt_7,217.82
Expt_8,240.22
Expt_9,249.01
Expt_10,273.33
Expt_11,280.84
Expt_12,328.58
