#,Tool Wear in
Expt_1,145.08
Expt_2,154.7
Expt_3,173.37
Expt_4,199.71
Expt_5,204.35
Expt_6,224
Expt_7,224.12
Expt_8,233.73
Expt_9,244.95
Expt_10,273.14
Expt_11,293.08
Expt_12,308.89
