Vibration in  X (g),Vibration in Y (g),Vibration in Z (g)
-0.010463,0.003488,0
-0.014823,0.00327,-0.000654
-0.012207,0.004796,0.001308
-0.003924,0.007411,0.005014
0.003924,0.008283,0.005886
0.006539,0.006757,0.00327
0.006539,0.003488,0.000654
0.00545,-0.000436,-0.00218
0,-0.002834,-0.005668
-0.009373,-0.003052,-0.007193
-0.015695,-0.001744,-0.00327
-0.014823,0.00109,0.003706
-0.008501,0.00436,0.007193
-0.001526,0.006975,0.005232
0.002616,0.006975,0.001308
0.003924,0.004578,-0.001962
0.00218,0.001526,-0.00327
-0.001308,-0.000654,-0.00327
-0.005014,-0.001744,-0.004142
-0.008065,-0.00109,-0.004578
-0.010027,0.002398,0
-0.009591,0.008501,0.007193
-0.008719,0.012207,0.009155
-0.008719,0.009809,0.004578
-0.00436,0.003706,-0.000654
0.00545,-0.000436,-0.002398
0.011989,-0.000654,-0.001308
0.007629,0.000872,-0.000872
-0.004578,0.000872,-0.003052
-0.016349,-0.000218,-0.003706
-0.020926,-0.000436,-0.000654
-0.015913,0.001308,0.003488
-0.006104,0.00327,0.002834
0.001744,0.003488,-0.003488
0.004578,0.001744,-0.009809
0.002398,0.000872,-0.010681
-0.003488,0.001744,-0.005886
-0.009373,0.002616,-0.000218
-0.011771,0.003706,0.003052
-0.008501,0.006975,0.004796
-0.001744,0.010463,0.007847
0.001744,0.010899,0.008719
-0.000654,0.006321,0.002398
-0.002616,-0.000872,-0.007193
0,-0.006757,-0.012425
0.002616,-0.008719,-0.008501
0.001962,-0.005232,0
-0.001744,0.001526,0.004142
-0.007411,0.007193,0.002616
-0.013297,0.008937,0.00218
-0.015041,0.008501,0.005232
-0.010027,0.007193,0.005668
-0.000654,0.002834,0.000218
0.008719,-0.00327,-0.006975
0.013079,-0.005232,-0.011117
0.008283,-0.000654,-0.008719
-0.005232,0.004796,-0.001526
-0.018311,0.007411,0.004796
-0.021362,0.008065,0.006321
-0.014169,0.007193,0.006321
-0.001744,0.005886,0.006539
0.009155,0.005232,0.003924
0.011989,0.003488,-0.002834
0.005886,0.000654,-0.008283
-0.002834,-0.00109,-0.007847
-0.008501,0.000436,-0.00109
-0.008937,0.003488,0.007193
-0.004578,0.006757,0.010681
0.001744,0.008719,0.007193
0.00327,0.008501,0.000218
-0.000654,0.004796,-0.005886
-0.00436,-0.001526,-0.008501
-0.003706,-0.006321,-0.009373
-0.000436,-0.006757,-0.010463
0.000654,-0.002398,-0.008719
-0.003052,0.005668,-0.001526
-0.010463,0.014387,0.007847
-0.015695,0.019618,0.013951
-0.013297,0.018093,0.014169
-0.003924,0.010681,0.009809
0.007193,0.002398,0.002616
0.015259,-0.003052,-0.004796
0.014605,-0.006104,-0.010463
0.002616,-0.006975,-0.013515
