Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
134.74692,93.658455,67.675806
136.55961,93.356307,73.718271
136.25766,93.356307,67.675806
135.04986,93.356307,71.301285
133.84107,92.147814,71.301285
134.14302,91.241469,70.092792
135.04986,92.147814,56.79927
135.65376,92.449962,68.884299
138.37329,92.147814,68.884299
135.95571,94.5648,72.509778
135.35181,91.543617,67.675806
134.74692,93.960603,71.301285
135.04986,92.75211,70.092792
135.95571,92.147814,64.050327
135.04986,91.241469,66.467313
134.74692,92.449962,74.926764
137.1645,90.335124,70.092792
134.74692,94.262652,67.675806
135.04986,92.449962,76.135257
136.25766,92.449962,58.007862
135.04986,93.658455,68.884299
136.86255,90.939321,74.926764
134.74692,93.356307,78.552243
135.04986,92.75211,67.675806
134.74692,92.75211,65.25882
133.84107,92.147814,72.509778
135.65376,93.658455,66.467313
134.74692,93.658455,68.884299
134.14302,92.75211,71.301285
134.14302,97.283934,59.216355
135.04986,92.75211,65.25882
135.04986,93.356307,62.841834
135.04986,93.658455,73.718271
136.25766,92.449962,79.760736
135.04986,92.75211,67.675806
135.35181,92.147814,76.135257
134.14302,93.960603,68.884299
135.65376,93.658455,72.509778
135.95571,93.960603,74.926764
136.25766,92.75211,66.467313
136.25766,93.658455,62.841834
135.35181,94.262652,72.509778
135.35181,94.5648,67.675806
135.35181,93.356307,76.135257
132.93423,93.356307,62.841834
134.74692,93.356307,79.760736
136.25766,92.75211,70.092792
134.74692,92.75211,72.509778
133.84107,93.960603,55.590777
132.02838,94.5648,66.467313
135.04986,92.147814,71.301285
135.35181,92.75211,71.301285
137.46645,90.939321,76.135257
137.7684,92.449962,66.467313
135.35181,92.75211,74.926764
135.35181,94.262652,66.467313
135.04986,92.75211,74.926764
135.65376,93.658455,70.092792
135.65376,92.75211,68.884299
135.95571,93.658455,67.675806
135.35181,92.147814,66.467313
135.65376,93.356307,65.25882
135.65376,92.449962,65.25882
134.44497,92.449962,67.675806
137.1645,92.147814,59.216355
134.14302,93.960603,66.467313
132.63228,94.866948,64.050327
136.86255,93.658455,74.926764
136.25766,93.960603,71.301285
135.04986,93.960603,71.301285
135.35181,91.845666,73.718271
136.25766,92.147814,70.092792
135.04986,93.960603,68.884299
135.95571,93.356307,67.675806
138.07035,90.335124,76.135257
137.46645,91.543617,76.135257
135.04986,91.845666,66.467313
135.95571,93.658455,71.301285
133.84107,95.169096,67.675806
136.25766,91.543617,71.301285
138.97719,90.032976,79.760736
136.86255,92.75211,68.884299
136.25766,92.449962,73.718271
135.35181,94.262652,61.633341
136.86255,93.960603,65.25882
136.25766,94.866948,54.382284
136.55961,92.75211,74.926764
135.35181,90.335124,89.42868
135.35181,94.262652,76.135257
138.67524,90.335124,72.509778
135.04986,95.169096,61.633341
137.1645,93.356307,76.135257
137.46645,92.75211,71.301285
137.7684,92.75211,72.509778
135.65376,94.262652,71.301285
135.95571,93.658455,73.718271
136.86255,91.543617,95.471145
140.48793,92.449962,72.509778
134.44497,94.262652,68.884299
137.1645,93.960603,61.633341
136.55961,93.658455,64.050327
135.65376,94.5648,73.718271
136.55961,94.5648,70.092792
138.97719,92.75211,70.092792
136.25766,95.169096,60.424848
137.46645,93.658455,73.718271
136.25766,93.960603,66.467313
136.25766,95.169096,70.092792
137.1645,94.262652,61.633341
137.46645,96.679638,62.841834
137.1645,93.960603,61.633341
136.86255,93.356307,64.050327
136.86255,94.5648,67.675806
135.65376,94.5648,73.718271
136.55961,92.449962,73.718271
136.86255,95.169096,79.760736
137.46645,95.169096,68.884299
137.46645,93.658455,71.301285
137.46645,94.5648,67.675806
137.46645,94.262652,74.926764
137.1645,94.262652,72.509778
137.46645,94.262652,68.884299
137.46645,93.960603,67.675806
136.25766,93.658455,74.926764
137.46645,95.169096,65.25882
136.25766,94.5648,78.552243
137.46645,93.960603,71.301285
138.37329,93.658455,72.509778
137.46645,94.262652,73.718271
136.86255,94.866948,71.301285
137.46645,91.543617,78.552243
137.46645,94.262652,73.718271
137.1645,94.866948,74.926764
137.1645,94.262652,66.467313
136.25766,95.773293,68.884299
138.07035,94.866948,71.301285
138.07035,94.866948,64.050327
137.46645,94.866948,72.509778
137.7684,95.169096,73.718271
137.7684,94.262652,65.25882
138.07035,95.773293,66.467313
136.86255,95.471145,70.092792
136.55961,94.866948,70.092792
137.46645,95.169096,71.301285
138.67524,93.960603,66.467313
136.86255,94.866948,76.135257
137.7684,94.5648,71.301285
136.86255,94.262652,72.509778
138.37329,95.471145,64.050327
134.44497,98.190279,66.467313
137.7684,94.866948,72.509778
137.46645,95.169096,68.884299
137.46645,94.5648,73.718271
137.1645,94.866948,70.092792
137.7684,95.169096,68.884299
138.67524,94.866948,65.25882
135.95571,94.866948,71.301285
134.74692,95.773293,68.884299
138.67524,94.5648,68.884299
138.07035,94.866948,71.301285
137.46645,95.471145,66.467313
136.86255,94.866948,65.25882
136.86255,94.262652,70.092792
141.99867,94.262652,73.718271
137.46645,94.5648,73.718271
137.7684,94.5648,72.509778
138.97719,95.773293,67.675806
137.1645,94.262652,72.509778
140.48793,93.960603,65.25882
138.67524,95.169096,66.467313
137.7684,94.5648,72.509778
139.27914,94.5648,64.050327
138.97719,94.262652,68.884299
138.97719,95.773293,71.301285
138.97719,96.075441,71.301285
137.46645,94.262652,71.301285
136.25766,96.679638,67.675806
138.67524,94.866948,64.050327
137.46645,94.866948,67.675806
138.97719,94.866948,70.092792
138.67524,95.471145,76.135257
138.37329,94.866948,71.301285
137.46645,94.866948,67.675806
138.07035,95.471145,73.718271
138.67524,93.960603,78.552243
138.67524,94.866948,70.092792
