#,Tool Wear in
Expt_1,96.54
Expt_2,121.06
Expt_3,123.18
Expt_4,133.43
Expt_5,137.29
Expt_6,171.05
Expt_7,197.42
Expt_8,216.76
Expt_9,228.45
Expt_10,247.44
Expt_11,283.4
Expt_12,324.92
