#,Tool Wear in
Expt_1,142.18
Expt_2,148.51
Expt_3,153.57
Expt_4,156.13
Expt_5,183.91
Expt_6,197.12
Expt_7,201.71
Expt_8,210.36
Expt_9,225.35
Expt_10,247.36
Expt_11,281.35
Expt_12,320.79
