Acoustic Emission in dB
-0.031967744
-0.050488626
-0.031967744
0.079157554
0.042115788
0.11619932
0.023594906
0.005074022
0.060636671
-0.124572158
-0.031967744
0.208803734
0.060636671
0.079157554
0.338449914
0.023594906
-0.013446861
0.097678436
-0.069009509
0.134720203
0.042115788
0.079157554
0.023594906
-0.050488626
0.023594906
-0.069009509
-0.161613924
-0.069009509
0.023594906
0.005074022
0.042115788
-0.031967744
0.023594906
0.023594906
0.042115788
0.023594906
-0.124572158
0.11619932
0.11619932
0.079157554
-0.031967744
-0.180134807
-0.106051275
0.023594906
-0.013446861
0.079157554
0.060636671
-0.013446861
-0.106051275
-0.180134807
0.11619932
-0.161613924
-0.031967744
0.042115788
0.153241085
0.023594906
0.227324617
-0.069009509
-0.180134807
-0.050488627
-0.050488627
0.06063667
0.208803734
0.005074022
-0.087530393
0.042115788
0.11619932
0.171761969
-0.087530393
0.097678436
0.023594906
-0.161613924
-0.050488626
0.005074022
0.023594906
0.023594906
0.023594906
0.005074022
-0.069009509
0.023594906
0.153241085
-0.087530392
0.11619932
-0.013446861
0.11619932
-0.069009509
-0.050488626
-0.031967744
0.042115788
-0.106051275
0.079157554
0.005074022
0.097678437
-0.087530392
0.11619932
0.023594906
0.208803734
0.023594906
0.005074022
0.060636671
0.097678437
0.171761969
0.11619932
0.079157554
0.282887266
-0.087530392
-0.031967744
0.097678437
0.042115788
-0.143093041
-0.050488627
0.060636671
0.023594906
0.134720203
0.097678436
0.153241085
-0.031967744
-0.19865569
0.005074022
0.11619932
-0.013446861
-0.050488627
0.2458455
0.301408148
-0.069009509
0.134720203
-0.106051275
-0.050488626
0.079157554
0.005074022
0.134720203
-0.031967744
0.023594906
0.042115788
0.005074022
-0.031967744
0.005074022
0.097678436
0.079157554
0.060636671
0.06063667
-0.087530392
0.042115788
0.042115788
-0.031967744
0.005074022
-0.013446861
0.005074022
0.208803734
-0.013446861
0.023594906
-0.069009509
-0.050488626
0.171761969
0.005074022
-0.180134807
0.079157554
-0.143093041
-0.106051275
-0.069009509
0.023594906
0.060636671
0.023594906
0.227324617
-0.235697456
-0.069009509
-0.031967744
-0.031967744
-0.031967744
0.060636671
-0.19865569
0.264366383
0.023594906
0.023594906
-0.050488627
0.042115788
0.005074022
0.097678437
0.042115788
-0.013446861
0.005074022
-0.050488627
-0.143093041
-0.031967744
0.097678437
0.042115788
0.079157554
0.153241085
-0.050488627
-0.031967744
0.079157554
-0.031967744
0.134720203
0.208803734
-0.013446861
-0.031967744
-0.087530393
-0.087530393
0.097678437
0.153241085
0.023594906
0.11619932
-0.143093041
-0.069009509
0.227324617
0.060636671
0.079157554
-0.031967744
0.190282851
-0.013446861
0.042115788
-0.031967744
0.11619932
0.023594906
-0.013446861
-0.013446861
-0.031967744
-0.031967744
0.097678436
0.097678437
0.079157554
0.097678437
0.134720203
0.023594906
-0.013446861
0.042115788
0.042115788
0.134720203
0.06063667
-0.124572158
0.079157554
-0.013446861
0.023594906
0.023594906
-0.050488627
0.060636671
0.005074022
0.264366383
-0.031967744
0.06063667
0.060636671
0.097678437
-0.124572158
0.227324617
0.11619932
-0.069009509
-0.031967744
0.282887266
0.134720203
0.153241085
-0.106051275
-0.143093041
0.079157554
0.153241085
0.079157554
0.097678436
0.153241085
0.190282851
0.153241085
-0.031967744
0.005074022
0.134720203
0.097678437
0.11619932
-0.050488626
-0.087530392
0.190282851
0.023594906
0.079157554
0.208803734
-0.161613924
0.153241085
0.042115788
0.060636671
0.097678436
-0.106051275
0.097678436
-0.031967744
0.042115788
-0.143093041
0.042115788
-0.069009509
0.042115788
0.023594906
-0.124572158
-0.013446861
-0.106051275
-0.143093041
-0.069009509
-0.124572158
-0.069009509
0.023594906
0.023594906
0.023594906
-0.013446861
0.042115788
0.005074022
-0.050488627
-0.087530393
0.042115788
0.023594906
-0.031967744
0.042115788
-0.013446861
0.042115788
-0.161613924
0.005074022
-0.031967744
-0.050488627
-0.050488626
0.171761969
0.227324617
-0.013446861
-0.013446861
-0.124572158
-0.19865569
0.227324617
-0.087530392
-0.124572158
0.134720203
-0.013446861
-0.069009509
0.023594906
0.097678436
-0.143093041
0.190282851
-0.161613924
0.153241085
-0.069009509
0.079157554
0.134720203
0.005074022
0.005074022
-0.031967744
-0.031967744
-0.069009509
0.023594906
0.37549168
-0.031967744
-0.069009509
0.005074022
0.2458455
0.023594906
-0.069009509
-0.050488626
0.005074022
0.060636671
-0.069009509
0.023594906
-0.087530393
0.005074022
-0.106051275
0.023594906
0.134720203
-0.031967744
0.060636671
0.042115788
-0.069009509
-0.031967744
0.11619932
0.079157554
0.005074022
0.005074022
0.079157554
0.023594906
0.079157554
0.11619932
0.023594906
0.11619932
0.153241085
-0.050488626
0.023594906
0.171761969
-0.013446861
0.060636671
0.079157554
0.060636671
0.079157554
0.060636671
0.042115788
-0.01344686
0.208803734
-0.087530392
0.171761969
0.023594906
0.190282851
0.153241085
0.171761969
0.005074022
-0.106051275
0.060636671
0.097678437
0.079157554
-0.031967744
0.060636671
0.079157554
0.023594906
0.042115788
0.11619932
0.097678437
0.11619932
0.097678437
0.005074022
-0.013446861
-0.013446861
0.153241085
-0.013446861
-0.013446861
0.153241085
0.023594906
-0.106051275
-0.050488627
0.042115788
-0.272739221
0.11619932
0.134720203
-0.031967744
-0.180134807
-0.031967744
0.2458455
0.11619932
-0.050488627
0.11619932
0.005074022
-0.013446861
0.042115788
-0.087530393
0.097678437
-0.031967744
0.2458455
-0.031967744
0.042115788
0.208803734
-0.106051275
-0.013446861
0.190282851
0.060636671
0.208803734
0.079157554
0.060636671
0.097678437
0.042115788
0.060636671
-0.031967744
-0.031967744
0.005074022
0.023594906
0.060636671
0.097678437
0.005074022
0.005074022
0.023594906
0.023594906
0.079157554
0.134720203
0.227324617
0.060636671
-0.050488627
0.005074022
0.042115788
0.171761969
-0.013446861
0.005074022
0.153241085
0.134720203
0.060636671
-0.124572158
0.134720203
0.042115788
0.042115788
0.005074022
0.153241085
0.005074022
0.190282851
0.042115788
0.153241085
0.060636671
0.190282851
0.153241085
0.079157554
0.060636671
-0.050488627
0.190282851
0.060636671
0.153241085
0.171761969
0.042115788
-0.143093041
0.005074022
-0.050488627
0.060636671
0.097678436
-0.031967744
0.097678437
-0.069009509
0.042115788
0.005074022
0.134720203
0.005074022
0.042115788
0.023594906
0.023594906
0.060636671
0.042115788
-0.031967744
0.060636671
-0.013446861
0.097678436
0.060636671
0.11619932
0.134720203
-0.031967744
0.060636671
0.005074022
-0.087530393
-0.050488627
0.005074022
0.005074022
0.11619932
0.079157554
-0.050488627
0.097678437
0.153241085
0.079157554
0.097678437
0.005074022
-0.031967744
0.079157554
-0.087530392
-0.124572158
0.042115788
-0.050488626
0.005074022
0.042115788
0.060636671
-0.087530392
-0.031967744
-0.161613924
-0.031967744
0.042115788
-0.291260104
0.153241085
0.134720203
-0.050488627
0.264366383
0.023594906
0.097678437
0.11619932
0.097678437
0.227324617
0.079157554
0.023594906
0.042115788
0.060636671
-0.124572158
-0.050488627
0.097678437
-0.087530392
0.282887266
0.023594906
0.060636671
-0.013446861
-0.050488626
0.190282851
0.097678436
0.134720203
0.042115788
0.042115788
-0.19865569
0.005074022
0.023594906
-0.01344686
-0.069009509
0.005074022
-0.050488627
-0.050488627
-0.031967744
0.153241085
-0.013446861
0.079157554
-0.013446861
0.153241085
0.06063667
0.079157554
-0.069009509
-0.031967744
0.042115788
0.153241085
-0.069009509
-0.013446861
0.134720203
-0.01344686
-0.013446861
-0.050488627
0.079157554
0.023594906
