Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
-5.9143068,-6.2255904,46.06932
-4.3579092,-6.8481474,48.559548
-4.9804662,-5.9143068,43.579092
-5.6030232,-6.2255904,41.088864
-6.2255904,-5.6030232,46.06932
-4.3579092,-5.6030232,44.824206
-4.6691928,-6.2255904,51.049776
-6.8481474,-6.8481474,44.824206
-5.2917498,-6.8481474,44.824206
-7.1594208,-3.4240686,43.579092
-7.1594208,-6.2255904,46.06932
-5.9143068,-4.9804662,44.824206
-5.9143068,-4.9804662,33.61818
-6.5368638,-7.4707044,48.559548
-4.6691928,-4.9804662,48.559548
-3.4240686,-7.7819778,49.804662
-4.0466358,-6.5368638,47.314434
-5.6030232,-5.9143068,44.824206
-4.6691928,-5.9143068,41.088864
-5.6030232,-6.2255904,48.559548
-4.9804662,-4.6691928,42.333978
-4.0466358,-6.8481474,46.06932
-5.9143068,-5.2917498,53.540004
-4.9804662,-5.6030232,47.314434
-5.9143068,-6.2255904,48.559548
-4.9804662,-5.9143068,48.559548
-5.9143068,-5.9143068,53.540004
-6.8481474,-4.3579092,39.84375
-5.9143068,-5.2917498,38.598636
-4.6691928,-6.5368638,49.804662
-5.2917498,-6.2255904,39.84375
-6.2255904,-5.9143068,47.314434
-4.6691928,-4.9804662,38.598636
-5.2917498,-5.6030232,46.06932
-5.2917498,-6.5368638,49.804662
-6.5368638,-4.6691928,44.824206
-4.9804662,-7.1594208,42.333978
-6.5368638,-6.2255904,46.06932
-4.6691928,-6.2255904,54.785118
-6.2255904,-7.7819778,51.049776
-5.9143068,-5.2917498,48.559548
-5.9143068,-5.6030232,48.559548
-6.8481474,-5.2917498,49.804662
-4.9804662,-5.9143068,42.333978
-6.5368638,-5.9143068,47.314434
-4.0466358,-6.8481474,41.088864
-5.6030232,-6.8481474,43.579092
-6.5368638,-6.2255904,44.824206
-5.2917498,-5.2917498,33.61818
-6.2255904,-4.9804662,51.049776
-5.9143068,-6.2255904,51.049776
-5.2917498,-4.9804662,56.030232
-6.5368638,-6.2255904,51.049776
-5.2917498,-5.6030232,43.579092
-6.2255904,-3.7353522,39.84375
-4.6691928,-6.5368638,53.540004
-5.2917498,-7.1594208,39.84375
-5.6030232,-6.5368638,46.06932
-3.7353522,-8.404545,46.06932
-4.6691928,-5.2917498,47.314434
-6.2255904,-6.8481474,51.049776
-5.2917498,-7.1594208,42.333978
-3.7353522,-5.6030232,47.314434
-4.3579092,-7.7819778,38.598636
-4.3579092,-6.2255904,47.314434
-6.5368638,-6.5368638,53.540004
-6.8481474,-6.8481474,41.088864
-5.9143068,-5.9143068,51.049776
-4.6691928,-6.8481474,43.579092
-4.9804662,-6.5368638,41.088864
-5.2917498,-6.2255904,47.314434
-7.1594208,-6.5368638,44.824206
-4.3579092,-6.8481474,44.824206
-5.9143068,-5.2917498,46.06932
-6.2255904,-5.6030232,47.314434
-5.2917498,-5.2917498,51.049776
-6.2255904,-6.5368638,48.559548
-5.6030232,-5.6030232,48.559548
-6.8481474,-5.2917498,47.314434
-5.6030232,-5.2917498,42.333978
-5.9143068,-5.9143068,43.579092
-5.9143068,-3.4240686,38.598636
-4.3579092,-5.9143068,48.559548
-5.6030232,-4.9804662,44.824206
-5.9143068,-5.2917498,36.108408
-5.6030232,-4.3579092,57.275346
-6.2255904,-6.2255904,47.314434
-4.3579092,-7.7819778,46.06932
