Force in X axis (N),Force in Y axis (N),Force in Z axis (N)
10.0708,5.49316,42.7246
9.46045,6.40869,39.0625
9.15527,3.66211,40.2832
11.9019,2.44141,52.4902
10.376,4.57764,45.166
10.6812,5.49316,48.8281
10.0708,5.18799,40.2832
10.0708,4.57764,40.2832
10.0708,6.10352,41.5039
9.46045,5.18799,40.2832
10.0708,4.88281,39.0625
11.9019,5.49316,37.8418
10.376,4.57764,47.6074
8.23975,5.18799,40.2832
13.4277,2.13623,36.6211
10.0708,4.27246,32.959
10.6812,5.18799,40.2832
10.6812,7.62939,47.6074
10.6812,4.57764,45.166
11.2915,4.57764,42.7246
10.376,5.79834,39.0625
9.15527,4.88281,37.8418
9.46045,5.49316,54.9316
10.0708,4.27246,40.2832
6.40869,6.40869,35.4004
10.6812,5.18799,35.4004
13.1226,5.18799,39.0625
10.376,6.40869,45.166
9.76562,5.79834,39.0625
10.0708,1.83105,54.9316
9.46045,4.88281,42.7246
10.376,4.88281,56.1523
12.207,4.27246,39.0625
10.376,3.96729,41.5039
10.376,5.49316,41.5039
9.46045,5.79834,42.7246
9.76562,3.35693,53.7109
8.8501,6.10352,28.0762
12.5122,3.66211,54.9316
9.46045,5.79834,40.2832
10.0708,5.49316,47.6074
10.6812,4.57764,41.5039
10.0708,2.44141,53.7109
10.6812,3.35693,54.9316
10.0708,5.79834,36.6211
7.62939,7.01904,40.2832
10.0708,4.88281,37.8418
9.46045,5.79834,39.0625
9.76562,4.88281,43.9453
9.46045,4.57764,34.1797
10.376,4.57764,31.7383
10.0708,5.18799,35.4004
10.6812,4.88281,52.4902
10.0708,6.10352,37.8418
9.76562,4.57764,37.8418
11.5967,5.79834,41.5039
10.0708,5.79834,36.6211
7.01904,7.01904,37.8418
8.8501,4.88281,39.0625
9.15527,4.88281,42.7246
10.6812,4.88281,46.3867
10.0708,5.18799,52.4902
10.6812,1.2207,50.0488
6.71387,9.76562,37.8418
10.9863,3.96729,48.8281
9.76562,5.18799,32.959
10.376,5.18799,32.959
9.46045,5.79834,42.7246
9.76562,7.01904,41.5039
9.76562,4.88281,37.8418
9.46045,5.18799,45.166
8.54492,4.88281,43.9453
10.376,4.57764,41.5039
13.1226,5.79834,37.8418
9.76562,4.88281,40.2832
12.207,4.88281,42.7246
10.6812,5.49316,42.7246
10.0708,4.88281,40.2832
7.32422,5.79834,37.8418
10.376,5.18799,46.3867
10.376,4.88281,36.6211
10.0708,5.49316,45.166
10.6812,3.66211,58.5938
8.8501,7.32422,34.1797
8.54492,6.10352,40.2832
8.8501,5.49316,40.2832
10.9863,4.27246,37.8418
10.376,4.57764,45.166
10.376,5.18799,39.0625
10.376,6.71387,42.7246
12.5122,2.44141,48.8281
10.0708,5.49316,39.0625
9.46045,5.79834,45.166
10.6812,4.57764,43.9453
11.5967,4.27246,42.7246
9.76562,5.49316,40.2832
10.9863,5.79834,47.6074
10.6812,4.57764,43.9453
10.6812,4.88281,39.0625
8.54492,5.18799,45.166
9.76562,7.32422,40.2832
10.9863,5.18799,39.0625
10.0708,5.79834,42.7246
8.54492,6.40869,42.7246
9.46045,6.10352,37.8418
10.9863,4.88281,50.0488
10.6812,4.57764,37.8418
13.1226,1.52588,48.8281
10.0708,5.49316,42.7246
9.46045,5.79834,34.1797
9.46045,5.49316,48.8281
7.32422,5.79834,35.4004
10.376,1.52588,54.9316
9.46045,5.79834,39.0625
10.376,5.79834,41.5039
9.46045,6.40869,39.0625
11.5967,4.57764,37.8418
10.6812,4.57764,40.2832
10.0708,5.18799,48.8281
10.6812,5.79834,37.8418
10.6812,5.18799,46.3867
10.0708,7.32422,42.7246
10.9863,5.79834,28.0762
10.0708,7.93457,47.6074
11.2915,4.57764,35.4004
9.76562,4.88281,45.166
